hotel_id,dia_del_ano,distancia,es_centrico,mes,target
8392,56,4.16,0,2,8.38
9037,23,1.08,1,1,10.0
4466,25,5.06,0,1,7.22
9409,317,5.74,0,11,4.61
9581,60,2.75,1,2,7.31
5194,64,3.37,1,3,7.59
4948,54,3.74,1,2,7.53
4782,2,11.68,0,1,6.46
5870,31,3.26,1,2,9.1
9149,179,2.5,1,6,9.26
234,341,3.78,1,12,3.4
1298,361,1.59,1,1,8.45
3968,346,3.57,1,12,0.57
4363,246,2.0,1,9,5.82
4469,83,2.61,1,3,7.78
9854,353,4.62,0,12,4.35
6579,113,1.97,1,4,4.87
6794,131,5.16,0,5,6.79
1183,94,3.72,1,4,5.07
2815,211,3.92,1,8,8.95
4968,232,5.81,0,8,9.87
2223,164,4.02,0,6,8.94
4374,353,0.61,1,12,3.25
3592,359,3.06,1,12,3.51
9420,92,4.76,0,4,6.45
4676,175,1.52,1,6,7.61
3472,308,4.23,0,11,3.68
6519,7,2.82,1,1,8.86
4739,65,3.5,1,3,7.92
4154,14,3.47,1,1,8.57
8797,43,3.78,1,2,6.82
7431,145,3.01,1,5,7.73
4530,71,2.61,1,3,7.26
6020,345,4.67,0,12,3.73
3888,293,1.93,1,10,5.52
6557,271,4.11,0,10,5.23
5529,321,3.12,1,11,3.57
3044,232,2.92,1,8,10.0
7087,258,3.28,1,9,6.39
2899,10,5.28,0,1,7.96
9313,51,4.46,0,2,7.02
8980,332,4.43,0,12,4.25
8994,53,3.82,1,2,6.12
2711,79,2.42,1,3,5.15
5025,197,3.77,1,7,8.71
6387,63,3.59,1,3,8.66
4255,82,2.93,1,3,7.98
8797,21,3.78,1,1,7.06
9920,250,12.11,0,9,4.69
27,83,2.38,1,3,6.27
132,312,1.91,1,11,5.11
7669,301,3.07,1,11,4.99
251,311,1.47,1,11,5.68
7133,346,2.93,1,12,2.04
4045,184,3.45,1,7,7.58
1664,352,3.38,1,12,3.47
5213,319,2.49,1,11,3.55
1269,39,3.05,1,2,6.53
7688,175,1.5,1,6,9.3
3494,121,2.88,1,5,6.32
1922,226,1.82,1,8,10.0
900,70,1.99,1,3,6.47
5740,105,3.11,1,4,5.11
3920,256,2.84,1,9,6.63
9807,243,3.95,1,9,4.57
28,273,2.28,1,10,6.05
6378,27,3.95,1,1,8.16
5053,332,1.79,1,12,3.41
3862,240,3.3,1,8,8.73
7842,177,3.5,1,6,8.82
9017,236,1.12,1,8,10.0
2951,189,0.0,1,7,10.0
3250,240,2.62,1,8,7.61
1416,253,5.05,0,9,4.52
2267,19,2.75,1,1,8.28
1882,166,1.82,1,6,6.84
3776,123,26.73,0,5,1.52
3722,13,14.64,0,1,4.72
122,103,2.21,1,4,5.93
3054,173,4.02,0,6,7.92
6272,295,4.8,0,10,5.3
6812,140,3.56,1,5,7.52
7292,129,12.91,0,5,4.76
1101,98,2.65,1,4,4.12
3865,36,2.32,1,2,8.01
1645,183,5.41,0,7,10.0
1499,305,2.37,1,11,4.85
6793,258,1.68,1,9,6.75
3716,313,14.14,0,11,4.2
4763,277,2.7,1,10,4.71
4934,81,2.66,1,3,7.72
2311,212,14.09,0,8,4.51
7084,102,2.41,1,4,6.6
1424,189,1.66,1,7,10.0
4959,109,22.75,0,4,1.04
289,304,4.59,0,11,3.97
481,106,2.34,1,4,6.51
5099,355,4.57,0,12,1.54
9313,61,4.46,0,3,5.94
4043,39,2.58,1,2,8.39
5830,196,16.05,0,7,4.34
5614,101,3.89,1,4,5.36
6213,222,3.17,1,8,6.46
8129,46,4.24,0,2,6.44
3395,206,4.73,0,7,9.1
5016,215,12.47,0,8,4.8
3208,169,2.95,1,6,7.26
1368,155,3.35,1,6,9.5
5322,87,2.29,1,3,7.44
3011,264,1.03,1,9,5.67
2223,109,4.02,0,4,5.33
2281,167,1.12,1,6,8.09
3545,159,0.0,1,6,9.35
8381,338,3.89,1,12,3.66
5260,96,3.71,1,4,4.45
9759,229,4.29,0,8,8.88
9309,109,3.69,1,4,6.16
4189,306,2.73,1,11,4.81
6658,182,2.69,1,7,9.52
7179,234,24.65,0,8,0.24
5166,282,2.18,1,10,6.93
3931,329,4.42,0,11,4.17
3625,178,3.32,1,6,7.51
2889,62,4.14,0,3,6.61
9953,255,2.85,1,9,7.08
3,350,3.78,1,12,4.01
6350,151,5.59,0,6,6.65
107,222,2.65,1,8,9.42
4726,46,2.32,1,2,7.78
2354,101,2.03,1,4,6.1
1251,166,1.32,1,6,8.28
4603,21,3.65,1,1,8.95
2549,158,1.49,1,6,9.21
4281,236,2.99,1,8,9.74
8242,105,3.18,1,4,3.83
137,232,3.09,1,8,7.12
5473,8,2.58,1,1,7.99
1754,205,4.23,0,7,10.0
3225,73,2.87,1,3,8.75
8151,325,2.65,1,11,3.67
343,98,4.28,0,4,5.2
4413,293,1.51,1,10,5.85
1885,130,2.73,1,5,7.99
1675,9,2.32,1,1,9.19
5673,65,2.56,1,3,5.75
6233,310,3.93,1,11,4.41
6503,103,3.99,1,4,3.19
6774,153,3.07,1,6,9.34
2739,238,3.11,1,8,8.18
2504,38,3.43,1,2,6.32
3072,208,1.51,1,7,9.83
4285,351,3.33,1,12,3.19
5133,146,4.26,0,5,8.13
3322,199,2.07,1,7,8.42
7970,215,5.07,0,8,10.0
8351,332,3.0,1,12,4.45
7882,313,1.28,1,11,6.07
7103,246,18.04,0,9,1.76
5010,200,2.17,1,7,10.0
7854,323,1.64,1,11,3.51
3047,198,1.05,1,7,9.44
9763,264,1.43,1,9,7.97
6691,364,2.38,1,1,8.79
3187,3,1.77,1,1,7.23
1459,354,2.4,1,12,4.82
3809,106,1.28,1,4,6.08
3615,68,2.01,1,3,6.58
7999,315,2.4,1,11,3.06
9191,282,0.0,1,10,6.43
2210,49,2.75,1,2,7.56
7409,1,2.86,1,1,8.3
2802,329,4.14,0,11,2.72
6833,342,3.21,1,12,3.15
7930,62,3.99,1,3,6.98
9880,291,11.63,0,10,5.55
6305,37,3.13,1,2,7.41
4860,309,2.34,1,11,6.05
4639,320,3.2,1,11,5.25
1541,277,1.17,1,10,6.0
5765,62,22.36,0,3,0.9
5050,236,2.91,1,8,7.61
5812,217,3.61,1,8,8.97
2019,213,2.77,1,8,8.1
682,107,2.04,1,4,4.98
8925,145,2.1,1,5,7.26
9555,168,1.19,1,6,8.96
2462,204,11.54,0,7,7.05
480,215,1.76,1,8,8.44
8445,95,1.65,1,4,6.47
2584,257,1.68,1,9,7.05
7511,290,4.02,0,10,3.52
5135,364,2.12,1,1,8.66
6619,37,2.56,1,2,5.11
5028,44,1.62,1,2,7.15
177,290,4.39,0,10,5.59
6232,196,2.84,1,7,9.04
1146,345,0.0,1,12,2.23
6040,315,5.51,0,11,2.96
2781,318,20.55,0,11,0.0
3113,81,3.07,1,3,5.39
5528,232,3.19,1,8,9.07
8648,307,1.82,1,11,4.14
754,281,1.45,1,10,5.88
8269,172,1.96,1,6,8.89
710,217,1.65,1,8,9.01
9314,8,5.42,0,1,8.4
3134,29,1.97,1,1,8.21
3647,147,2.73,1,5,8.18
7908,37,4.67,0,2,4.7
1284,95,2.76,1,4,6.56
808,71,3.74,1,3,5.27
7681,109,2.91,1,4,4.35
402,333,4.24,0,12,2.73
2277,120,1.95,1,4,6.69
8654,321,24.1,0,11,0.09
5942,327,2.85,1,11,3.87
9393,170,3.3,1,6,7.49
1596,356,3.56,1,12,3.78
2283,304,1.08,1,11,5.56
2525,19,3.92,1,1,9.53
7614,79,1.77,1,3,9.46
2412,101,1.36,1,4,6.38
749,105,1.38,1,4,6.09
3974,191,3.15,1,7,7.73
9068,77,2.68,1,3,8.74
3647,115,2.73,1,4,5.67
9443,277,6.32,0,10,4.45
5888,35,12.58,0,2,5.32
1730,358,2.2,1,12,3.07
1966,124,1.72,1,5,5.2
9545,255,4.71,0,9,6.47
7694,125,2.63,1,5,8.64
8865,339,3.1,1,12,4.14
7500,309,5.14,0,11,4.14
2578,225,3.5,1,8,8.4
9033,240,2.82,1,8,8.78
6391,225,0.97,1,8,9.33
8741,81,3.02,1,3,6.68
4029,201,2.68,1,7,9.13
126,326,2.31,1,11,6.17
9034,151,2.2,1,6,9.28
2988,67,3.8,1,3,6.66
9719,197,1.57,1,7,10.0
6687,169,2.18,1,6,9.47
1705,156,2.78,1,6,9.57
4190,352,3.1,1,12,2.83
4264,261,11.09,0,9,3.93
6174,174,3.08,1,6,7.71
7529,139,1.67,1,5,8.32
3244,13,4.88,0,1,8.25
6602,80,3.4,1,3,5.38
381,196,3.11,1,7,9.35
8649,34,13.65,0,2,6.0
5070,347,1.49,1,12,3.57
9128,326,1.55,1,11,5.06
4895,290,2.96,1,10,6.14
2022,301,0.0,1,11,3.68
8287,360,2.72,1,12,3.79
7194,73,1.65,1,3,8.36
826,89,4.35,0,3,5.82
9670,264,27.54,0,9,1.41
1297,33,20.66,0,2,2.67
3416,6,4.0,1,1,7.13
78,266,3.41,1,9,6.11
4452,122,1.62,1,5,7.04
3580,300,2.74,1,10,4.56
1961,149,1.58,1,5,7.32
1380,297,2.64,1,10,5.54
9007,60,1.7,1,2,7.85
1237,359,1.09,1,12,3.59
7177,303,3.35,1,11,4.67
6721,128,2.84,1,5,7.77
3196,11,1.64,1,1,7.36
5532,1,3.96,1,1,7.56
7448,144,5.02,0,5,4.69
9363,174,2.73,1,6,8.47
866,145,5.77,0,5,6.61
4635,123,1.33,1,5,8.22
2799,226,13.59,0,8,5.35
1587,303,3.48,1,11,4.97
2722,293,2.02,1,10,5.66
9150,333,1.4,1,12,3.14
98,73,3.21,1,3,5.58
8522,144,3.92,1,5,6.69
4321,58,3.05,1,2,6.87
6707,45,2.87,1,2,7.57
6190,304,3.9,1,11,3.86
3492,351,3.52,1,12,3.95
6693,92,3.34,1,4,5.38
4473,30,1.69,1,1,8.94
8514,270,3.4,1,9,6.65
5415,59,2.23,1,2,7.69
7010,120,1.98,1,4,5.49
2175,124,2.68,1,5,7.79
8290,54,2.78,1,2,10.0
3209,251,21.77,0,9,0.93
229,164,4.05,0,6,8.26
7910,365,3.38,1,1,6.79
4822,40,2.42,1,2,7.79
618,125,2.42,1,5,6.68
7797,211,3.13,1,8,8.39
2601,90,1.35,1,3,7.32
6790,172,1.43,1,6,8.56
9847,138,3.09,1,5,5.39
2002,168,4.51,0,6,9.5
2108,185,2.02,1,7,10.0
8751,108,5.24,0,4,4.82
8625,180,4.65,0,6,7.13
1371,221,3.72,1,8,8.41
3839,162,3.82,1,6,8.65
8079,265,3.92,1,9,6.86
1201,61,2.17,1,3,7.82
6740,145,3.62,1,5,8.09
4556,223,3.15,1,8,6.76
6727,257,13.95,0,9,3.44
4501,246,3.61,1,9,7.15
1744,98,3.24,1,4,4.43
2796,351,2.42,1,12,4.9
962,52,1.52,1,2,9.88
965,92,1.77,1,4,6.84
9895,333,4.21,0,12,4.1
1655,174,3.72,1,6,7.87
8543,346,2.78,1,12,3.91
5586,351,1.31,1,12,2.48
1979,51,4.32,0,2,6.49
9027,189,2.4,1,7,8.49
8613,42,2.84,1,2,7.76
1979,28,4.32,0,1,7.31
1537,147,3.27,1,5,7.39
6292,24,4.55,0,1,8.51
2157,98,1.36,1,4,5.02
6074,128,3.53,1,5,7.21
5536,325,3.37,1,11,4.02
9701,204,2.52,1,7,9.35
8346,84,1.05,1,3,7.92
8360,304,2.62,1,11,5.48
242,50,0.76,1,2,8.95
4435,25,3.82,1,1,8.27
8813,59,4.26,0,2,5.87
2304,355,3.13,1,12,2.5
3971,173,2.03,1,6,8.03
7026,117,4.08,0,4,5.54
1337,205,3.1,1,7,7.68
8114,196,2.2,1,7,9.6
6476,26,3.17,1,1,8.31
2341,232,0.93,1,8,7.27
1558,204,4.14,0,7,7.53
9192,299,3.18,1,10,6.41
2951,238,0.0,1,8,10.0
8662,325,2.46,1,11,3.74
9090,285,2.11,1,10,4.54
4500,240,3.92,1,8,5.81
8399,352,2.19,1,12,5.18
7535,46,4.8,0,2,7.18
8934,40,2.63,1,2,9.64
3257,273,4.17,0,10,4.97
3761,158,3.88,1,6,8.55
8170,343,25.6,0,12,1.48
7269,24,2.74,1,1,9.82
5704,46,1.65,1,2,8.53
207,332,2.59,1,12,3.66
4187,243,4.57,0,9,5.96
3811,1,3.34,1,1,6.95
9090,16,2.11,1,1,7.99
3028,265,3.68,1,9,6.19
2697,49,4.33,0,2,8.66
3532,59,2.26,1,2,7.43
1289,357,2.76,1,12,4.69
4884,262,3.96,1,9,5.99
2830,160,3.35,1,6,9.68
1514,155,19.23,0,6,4.09
3835,11,16.9,0,1,4.54
4490,152,3.7,1,6,9.31
5065,196,2.29,1,7,10.0
9292,238,3.24,1,8,9.54
8725,321,4.3,0,11,6.42
9646,152,2.76,1,6,10.0
2404,168,4.32,0,6,8.6
9218,212,2.99,1,8,8.11
3622,154,4.37,0,6,8.48
9497,9,1.4,1,1,6.65
349,47,3.75,1,2,8.27
9679,232,2.81,1,8,7.55
6878,270,4.03,0,9,7.18
9979,116,14.61,0,4,5.06
4043,142,2.58,1,5,5.86
5894,4,4.02,0,1,7.74
1003,133,2.95,1,5,6.15
1704,317,3.51,1,11,2.69
5965,46,2.87,1,2,7.58
1420,102,3.34,1,4,5.97
718,110,3.28,1,4,6.1
432,227,4.53,0,8,8.22
6373,200,19.84,0,7,1.72
1156,245,3.26,1,9,6.36
69,199,3.98,1,7,7.18
1742,199,4.43,0,7,7.1
6586,285,1.39,1,10,4.73
4385,212,0.45,1,8,10.0
5093,354,1.87,1,12,4.3
8823,346,1.69,1,12,4.1
2220,329,1.44,1,11,3.9
508,307,2.78,1,11,4.15
8556,251,2.01,1,9,5.16
2073,272,22.07,0,10,2.95
5072,268,4.23,0,9,8.21
1161,263,5.88,0,9,6.18
1731,274,0.56,1,10,6.62
6378,294,3.95,1,10,5.05
6443,310,1.57,1,11,3.12
2289,116,2.29,1,4,4.7
4601,131,1.94,1,5,7.02
4196,29,3.2,1,1,7.65
5351,190,3.4,1,7,8.25
7208,73,4.2,0,3,6.5
5065,256,2.29,1,9,5.62
7557,88,18.38,0,3,5.07
1359,114,3.08,1,4,4.02
9351,210,2.54,1,7,10.0
3212,333,0.92,1,12,3.62
6615,79,2.83,1,3,7.26
420,363,2.28,1,1,8.82
9551,39,2.61,1,2,7.92
6688,4,3.98,1,1,6.67
4465,300,4.18,0,10,4.83
4826,57,3.71,1,2,7.62
7817,359,4.65,0,12,3.49
2582,100,2.53,1,4,4.47
1119,320,4.2,0,11,5.59
469,33,3.59,1,2,4.99
7191,29,4.36,0,1,7.44
6396,217,0.84,1,8,8.31
8635,193,13.31,0,7,5.75
3978,225,1.23,1,8,10.0
2199,52,17.96,0,2,2.0
8939,186,3.56,1,7,10.0
9090,295,2.11,1,10,5.78
3531,178,3.17,1,6,8.88
8415,129,2.68,1,5,5.85
836,157,3.5,1,6,8.35
7888,21,2.72,1,1,9.16
6000,356,4.47,0,12,3.61
7481,46,3.27,1,2,7.71
2604,214,3.14,1,8,8.45
5205,199,3.4,1,7,7.49
5677,197,3.56,1,7,7.43
4560,52,2.35,1,2,9.0
7019,162,3.04,1,6,9.42
6473,200,2.43,1,7,10.0
6875,235,4.26,0,8,7.33
1559,172,3.82,1,6,8.13
7511,58,4.02,0,2,8.59
1363,61,3.06,1,3,5.51
2300,20,3.7,1,1,9.02
8097,10,1.59,1,1,7.94
1714,268,3.33,1,9,5.37
290,355,2.85,1,12,3.59
5532,321,3.96,1,11,3.22
8626,291,3.52,1,10,3.4
3142,189,1.56,1,7,9.56
9334,217,3.28,1,8,9.0
8037,324,2.17,1,11,5.85
9662,96,2.89,1,4,6.03
6706,94,1.32,1,4,7.7
5924,174,3.11,1,6,9.88
2249,177,5.43,0,6,8.52
7544,216,3.48,1,8,8.87
1281,179,3.68,1,6,9.56
464,365,4.35,0,1,5.48
3894,97,2.76,1,4,4.97
5689,311,1.75,1,11,2.85
8410,331,1.82,1,12,4.42
4230,275,3.25,1,10,4.61
773,265,3.62,1,9,9.17
6846,34,2.17,1,2,7.37
8258,221,3.04,1,8,8.64
8463,98,2.86,1,4,5.03
165,130,3.36,1,5,6.62
3345,144,1.91,1,5,6.24
2377,83,2.33,1,3,5.64
9711,309,2.76,1,11,2.36
8127,277,2.33,1,10,6.08
6122,112,3.47,1,4,4.88
2143,64,26.44,0,3,2.82
55,34,3.73,1,2,6.2
3940,113,3.46,1,4,6.78
9551,279,2.61,1,10,7.05
9261,112,0.98,1,4,7.08
158,290,3.22,1,10,5.59
225,144,2.28,1,5,7.05
121,25,2.48,1,1,9.53
4052,251,3.51,1,9,5.39
6888,177,0.94,1,6,9.47
9080,159,3.26,1,6,8.42
9294,339,2.67,1,12,2.75
261,55,2.05,1,2,8.2
4982,22,0.98,1,1,9.45
5557,222,3.04,1,8,7.61
5454,1,1.82,1,1,8.91
2426,181,2.16,1,7,7.05
7375,281,0.58,1,10,4.83
8003,20,1.93,1,1,7.96
9795,24,0.36,1,1,9.25
5324,313,2.49,1,11,5.45
923,74,4.45,0,3,6.47
7553,309,27.09,0,11,1.05
9235,4,1.93,1,1,8.26
4444,201,3.2,1,7,9.34
3161,203,4.44,0,7,8.87
9907,35,1.63,1,2,7.53
9747,295,2.48,1,10,5.15
1826,265,1.84,1,9,7.17
3161,268,4.44,0,9,7.78
6881,137,4.99,0,5,7.88
8694,277,2.43,1,10,4.38
3076,195,1.97,1,7,8.22
2181,210,3.53,1,7,8.29
9614,213,4.24,0,8,8.26
1303,212,5.07,0,8,7.94
3177,200,23.42,0,7,3.43
7293,344,3.82,1,12,4.79
7783,35,1.63,1,2,8.04
7462,364,10.85,0,1,5.52
7499,163,1.17,1,6,9.65
3035,307,3.71,1,11,5.44
6735,349,2.4,1,12,4.23
9348,362,2.65,1,1,7.77
4902,345,2.92,1,12,3.0
2948,353,4.91,0,12,2.23
6304,319,0.99,1,11,5.03
1627,184,3.56,1,7,9.44
4458,363,3.78,1,1,8.6
8852,324,1.07,1,11,5.97
7572,277,3.76,1,10,6.73
8917,46,3.35,1,2,6.18
4339,50,2.27,1,2,8.26
2266,133,3.74,1,5,7.44
5373,84,4.17,0,3,6.38
7286,242,26.67,0,9,0.0
581,186,3.1,1,7,10.0
626,274,4.54,0,10,4.5
7742,173,2.01,1,6,6.67
5538,21,2.52,1,1,8.26
5278,221,3.96,1,8,8.01
2672,136,2.99,1,5,9.06
4839,274,2.9,1,10,5.91
1317,279,4.46,0,10,4.8
8793,273,4.23,0,10,4.96
6316,227,1.39,1,8,8.85
8464,303,5.0,0,11,6.38
6030,13,1.33,1,1,9.28
1662,116,2.57,1,4,4.08
9405,58,2.34,1,2,7.59
9454,103,4.04,0,4,5.17
8611,237,3.4,1,8,7.32
1020,225,2.97,1,8,6.78
4561,42,4.19,0,2,7.91
4896,87,2.59,1,3,6.05
360,52,2.32,1,2,9.09
3945,142,4.17,0,5,6.9
8814,159,3.61,1,6,7.88
3471,283,3.26,1,10,2.93
2859,280,2.82,1,10,6.66
1232,160,1.84,1,6,9.21
273,150,4.98,0,5,6.22
6397,91,4.31,0,4,4.25
5112,244,4.96,0,9,7.44
8732,224,5.12,0,8,6.81
3212,184,0.92,1,7,9.32
7210,95,2.64,1,4,6.04
3534,211,4.91,0,8,9.4
2664,247,2.78,1,9,6.14
3724,120,2.0,1,4,4.87
777,257,14.91,0,9,3.41
9347,6,4.28,0,1,8.62
3964,157,11.8,0,6,6.89
5219,152,0.82,1,6,7.87
5078,204,3.44,1,7,8.97
8193,146,2.84,1,5,5.81
4080,92,3.23,1,4,6.24
1030,22,0.55,1,1,9.26
9730,165,2.25,1,6,7.87
4849,308,2.86,1,11,6.06
6342,288,1.48,1,10,6.04
6859,53,0.34,1,2,8.63
7982,236,1.82,1,8,8.74
3084,30,26.47,0,1,1.05
7738,290,3.8,1,10,4.86
49,294,3.41,1,10,4.58
1245,356,3.15,1,12,4.81
9358,313,26.73,0,11,0.05
8208,143,2.78,1,5,6.73
6502,229,5.51,0,8,7.63
6871,35,2.59,1,2,9.19
7625,10,4.42,0,1,8.81
9777,295,1.16,1,10,5.37
6099,61,22.61,0,3,3.07
1519,21,5.0,0,1,7.61
3529,180,1.45,1,6,8.2
6619,84,2.56,1,3,6.38
5219,248,0.82,1,9,8.18
6519,69,2.82,1,3,8.88
1130,30,3.52,1,1,8.26
9750,18,3.88,1,1,7.27
2335,270,1.7,1,9,6.48
424,178,3.75,1,6,7.55
7433,303,3.2,1,11,3.85
5627,192,3.84,1,7,8.0
382,13,1.27,1,1,8.54
898,132,4.06,0,5,7.04
4880,141,3.3,1,5,6.97
1208,177,1.03,1,6,8.95
6987,196,21.18,0,7,3.7
3904,22,4.12,0,1,7.53
6134,230,2.66,1,8,8.49
2563,255,1.38,1,9,6.5
6111,223,2.55,1,8,10.0
2536,96,1.06,1,4,5.3
357,84,12.34,0,3,5.01
1862,231,2.98,1,8,7.81
5232,277,3.85,1,10,5.58
9311,92,3.68,1,4,5.81
9198,109,3.8,1,4,6.32
9248,359,13.65,0,12,1.8
359,165,3.5,1,6,7.28
3177,236,23.42,0,8,1.3
480,61,1.76,1,3,8.02
3717,329,0.63,1,11,6.98
7834,363,13.39,0,1,5.82
6430,360,3.22,1,12,2.31
474,341,2.46,1,12,4.47
7478,95,1.83,1,4,4.69
79,344,0.0,1,12,3.65
3548,79,2.76,1,3,7.0
4575,266,3.13,1,9,6.63
9959,99,3.18,1,4,5.43
2307,117,27.88,0,4,0.0
7627,247,0.72,1,9,7.89
5991,216,3.73,1,8,7.79
8054,244,2.32,1,9,7.71
4440,193,2.76,1,7,7.72
6357,280,3.01,1,10,5.61
5328,105,4.11,0,4,3.95
3052,142,2.67,1,5,6.45
1913,151,4.72,0,6,7.49
8280,145,0.68,1,5,9.34
2560,215,2.01,1,8,10.0
9201,310,1.76,1,11,5.58
8328,282,2.39,1,10,5.56
578,250,2.76,1,9,6.54
7231,184,5.08,0,7,9.57
7803,325,19.01,0,11,2.53
4683,224,4.4,0,8,8.12
5645,272,2.5,1,10,6.99
5551,347,2.08,1,12,4.54
7193,282,3.37,1,10,5.57
6091,202,2.14,1,7,8.83
4904,188,4.75,0,7,7.87
1438,357,2.73,1,12,3.3
9532,92,3.9,1,4,5.68
4539,71,2.34,1,3,7.75
7348,291,2.57,1,10,4.04
3967,136,2.95,1,5,5.27
6323,276,4.26,0,10,4.2
2088,335,1.61,1,12,3.38
9167,186,4.92,0,7,9.56
1495,205,29.69,0,7,0.0
5667,74,1.52,1,3,7.37
3008,342,1.69,1,12,4.19
8543,252,2.78,1,9,5.33
3405,168,11.14,0,6,7.43
1768,45,20.93,0,2,1.91
9024,240,2.11,1,8,10.0
7874,272,4.41,0,10,4.99
6444,124,3.81,1,5,6.65
4254,322,3.29,1,11,3.34
1114,141,3.42,1,5,7.29
4664,287,2.64,1,10,7.73
7839,341,2.62,1,12,4.06
7950,226,26.98,0,8,1.23
4925,228,3.91,1,8,7.6
6678,101,3.34,1,4,5.92
9572,229,3.93,1,8,8.41
1268,10,2.84,1,1,8.09
3167,35,2.93,1,2,8.16
8584,275,2.23,1,10,3.74
7190,92,3.04,1,4,5.29
8148,250,2.04,1,9,5.33
9315,215,3.29,1,8,8.49
898,210,4.06,0,7,7.92
8837,259,2.61,1,9,5.74
8552,343,4.49,0,12,2.07
6259,225,3.46,1,8,9.52
4633,90,4.42,0,3,5.72
151,170,12.27,0,6,4.99
499,341,1.81,1,12,5.29
5316,241,3.31,1,9,6.8
8766,152,3.41,1,6,6.39
6610,90,4.2,0,3,7.84
2364,36,3.3,1,2,9.21
6640,108,1.28,1,4,7.3
4291,209,5.82,0,7,8.73
5415,48,2.23,1,2,6.77
8705,208,3.07,1,7,8.93
5210,59,0.92,1,2,6.79
5672,120,2.76,1,4,4.58
1408,68,2.96,1,3,5.65
1044,151,3.47,1,6,7.77
1176,347,3.51,1,12,3.7
3825,365,3.6,1,1,7.48
8541,65,1.08,1,3,6.74
8222,329,3.56,1,11,4.12
7935,320,3.42,1,11,5.93
769,273,3.97,1,10,7.37
7048,339,2.94,1,12,3.16
8340,219,4.05,0,8,8.55
5160,56,28.24,0,2,0.0
4153,224,2.87,1,8,9.36
6716,28,3.85,1,1,7.37
1680,254,4.43,0,9,5.26
231,180,3.69,1,6,10.0
9285,122,1.81,1,5,6.16
6796,238,2.2,1,8,6.35
607,55,3.11,1,2,8.35
5485,190,0.0,1,7,9.63
2703,95,1.79,1,4,5.0
6352,158,2.4,1,6,10.0
1276,69,6.1,0,3,6.71
4309,198,1.82,1,7,9.33
6129,172,24.5,0,6,1.03
2527,353,3.34,1,12,4.0
9849,185,3.84,1,7,6.99
7968,288,2.33,1,10,5.02
7412,101,1.88,1,4,5.59
5197,59,1.59,1,2,8.26
6216,279,1.71,1,10,5.52
3908,72,2.39,1,3,6.21
94,93,3.31,1,4,6.26
2607,238,4.7,0,8,6.36
2038,43,3.62,1,2,7.2
3512,335,2.65,1,12,3.13
1323,257,3.16,1,9,7.27
823,31,1.7,1,2,7.56
2345,43,2.44,1,2,8.25
4556,308,3.15,1,11,4.81
8501,27,3.18,1,1,6.21
523,274,1.76,1,10,5.58
4162,227,2.4,1,8,7.0
5162,171,3.65,1,6,8.7
5897,229,3.62,1,8,7.62
7961,127,2.0,1,5,8.65
4754,352,6.32,0,12,2.98
3549,77,3.23,1,3,5.92
9182,93,4.29,0,4,6.34
3751,311,4.48,0,11,3.38
1119,97,4.2,0,4,6.05
2088,340,1.61,1,12,4.25
1087,282,4.29,0,10,4.78
3950,213,2.44,1,8,7.39
6394,298,20.2,0,10,3.2
4304,320,3.88,1,11,4.85
8480,128,1.84,1,5,6.74
5871,301,2.6,1,11,4.81
8405,329,3.06,1,11,5.5
163,269,3.63,1,9,6.27
4449,200,2.9,1,7,9.27
9838,265,3.08,1,9,7.31
8147,106,2.98,1,4,6.94
2265,296,4.87,0,10,4.91
7425,162,18.86,0,6,2.19
8364,140,2.23,1,5,6.1
5488,219,1.9,1,8,8.21
2322,243,1.71,1,9,5.67
1754,332,4.23,0,12,1.75
3106,239,3.54,1,8,10.0
874,321,3.67,1,11,4.92
2354,133,2.03,1,5,6.93
4897,201,4.4,0,7,8.5
9997,269,5.77,0,9,3.87
4533,179,3.32,1,6,9.61
9240,278,3.25,1,10,3.4
477,309,2.36,1,11,5.12
1005,195,1.28,1,7,7.73
6542,15,3.91,1,1,7.41
9399,153,25.63,0,6,2.63
7658,269,3.15,1,9,4.63
3252,28,2.44,1,1,8.12
6827,76,4.54,0,3,6.99
6975,149,2.55,1,5,7.78
6644,170,4.59,0,6,8.12
8226,273,16.62,0,10,3.17
9277,303,1.84,1,11,4.08
9067,256,2.92,1,9,8.25
2908,138,1.68,1,5,5.94
4390,154,3.91,1,6,9.42
6371,125,2.24,1,5,7.59
1346,73,2.09,1,3,7.59
8683,351,0.92,1,12,4.67
4590,72,24.24,0,3,2.0
703,297,1.31,1,10,4.93
2831,235,3.09,1,8,8.24
5009,300,28.4,0,10,0.0
4026,351,3.27,1,12,3.27
9292,23,3.24,1,1,8.35
9649,265,2.88,1,9,6.94
1509,351,3.75,1,12,3.89
1311,74,2.63,1,3,5.09
2268,20,3.75,1,1,7.31
2977,38,2.34,1,2,7.17
5591,336,2.68,1,12,2.33
1579,71,3.42,1,3,5.81
8320,182,2.17,1,7,9.28
1283,108,2.55,1,4,6.9
6280,261,1.62,1,9,5.67
4570,17,1.96,1,1,7.28
5320,149,10.98,0,5,4.47
1773,199,1.87,1,7,9.71
5439,85,2.69,1,3,8.05
3768,251,3.98,1,9,5.98
129,1,4.37,0,1,6.24
8806,232,1.64,1,8,7.75
8162,244,2.0,1,9,6.72
6092,40,3.97,1,2,8.37
884,24,3.76,1,1,9.69
3370,91,4.8,0,4,3.86
2596,221,1.49,1,8,9.17
